"USCS_symbol_rep_or_calc","test_id","prim_source","test_name","sample_name","borehole","top","bottom","grain_size_curve","mass_fraction_of_gravel_in_soil","mass_fraction_of_sand_in_soil","mass_fraction_of_silt_in_soil","mass_fraction_of_clay_in_soil","mass_fraction_of_fines_in_soil","loss_on_ignition","LL","PL","IP","D10","D50","D60","USCS_symbol_rpt","soil_description","ground_ice_description","soil_group","USCS_symbol_calc","class","sample_mass_init","mass_of_dry_sample","gravimetric_wc_init","gravimetric_wc_fin","sample_volume_init","solid_grain_density_rep","solid_grain_density_rpt_or_asm","initial_degree_of_saturation_rep","frozen_void_ratio_rep","sample_height_ave_or_typ","sample_diameter_ave_or_typ","frozen_bulk_density_rep","frozen_dry_density_calc","final_bulk_density_rep","reported_test_result_type","sigma_v_1","sigma_v_2","sigma_v_3","sigma_v_4","sigma_v_5","sigma_v_6","sigma_v_7","delta_h_1","delta_h_2","delta_h_3","delta_h_4","delta_h_5","delta_h_6","delta_h_7","epsilon_1","epsilon_2","epsilon_3","epsilon_4","epsilon_5","epsilon_6","epsilon_7","e_1","e_2","e_3","e_4","e_5","e_6","e_7","data_quality_flag","note","source_id","data_source","volumetric_wc_calc","frozen_void_ratio_calc","loading_steps_count","sigma_v_min","sigma_v_max","epsilon_1_calc","epsilon_2_calc","epsilon_3_calc","epsilon_4_calc","epsilon_5_calc","epsilon_6_calc","epsilon_7_calc","e_1_calc","e_2_calc","e_3_calc","e_4_calc","e_5_calc","e_6_calc","e_7_calc","phase_change_strain","num_of_swelling_loading_step","swelling_flag","ave_depth","depth_interval_start","depth_interval_end","in_situ_sigma_v","A0","a0","R_sq","Cc","sigma_v_th_init","R_sq_semilog","ice_level","e_th","excess_water_strain","sigma_v_th","soil_compression_strain_at_100_kpa","total_strain_at_100_kpa","epsilon_sigma_v_e_logP_100","epsilon_sigma_v_e_logP_50","epsilon_sigma_v_e_logP_in_situ","group_speer","group_nixon","group_ladanyi","speer_strain","nixon_strain","ladanyi_strain","group_luscher","input_limits","slope_1","intercept_1","slope_2","intercept_2","luscher_strain","slope_1_luscher","slope_2_luscher","intercept_1_luscher","intercept_2_luscher","group_nelson","FDD_min","FDD_max","a1","a2","a3","a4","a5","a6","gs","FDD","porosity","nelson_strain","group_hanna","hanna_strain","slope_1_hanna","slope_2_hanna","intercept_1_hanna","intercept_2_hanna"
"SM or SC","CEN-100","CEN","WB_2014_F2_281-296","WB_2014_F2_281-296","WB_2014_F2",2.81,2.96,TRUE,12,51.26,NA,NA,36.74,NA,NA,NA,NA,0.012,0.165,0.282,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,2294.4,1948.06,17.78,NA,1171.12,NA,2.65,NA,NA,150.78,98.67,1959.2,1663.4,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,27.86,29.62,31.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Higher than 5% fine without LL and PL Data","CEN_2020e","Chiasson, A., Allard, M., St-amour, A. B., Mathon-Dufour, V., Aubé-michaud, S., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kangiqsujuaq, Québec, 109 pp., 2020.",29.5759687553065,0.593083911800735,3,25,100,18.5,19.6,21.2,NA,NA,NA,NA,0.298,0.281,0.255,NA,NA,NA,NA,3.08,0,FALSE,2.885,2.6,2.885,5.47762932,17.7,0.0354285714285713,0.993025058124516,-0.0714214540400784,0.00939738909204378,0.985607675906183,"Ice-rich",0.399342908080157,9.09,1,8.97,21.14,21.1278206569972,19.7782370072761,15.4726541490656,"NO","NO","YES",5.13581212643743,11.9185873078618,6.21091446145603,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1663.44031244693,0.372286674548326,1.95783632047331,"Low Plastic Fines",-1.78722549363219,0.6111,1.615,-19.8611,-61.538
"ML or CL","CEN-101","CEN","WB_2014_F2_343-354","WB_2014_F2_343-354","WB_2014_F2",3.43,3.54,TRUE,1.24,34.89,NA,NA,63.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fine-grained","CH/CL/MH/ML",NA,1840,1558.93,18.03,NA,942.29,NA,2.65,NA,NA,114.87,100.06,1952.7,1654.4,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,4.99,6.31,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Higher than 50% fine without LL and PL Data","CEN_2020e","Chiasson, A., Allard, M., St-amour, A. B., Mathon-Dufour, V., Aubé-michaud, S., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kangiqsujuaq, Québec, 109 pp., 2020.",29.8290104210794,0.601779587238183,3,25,100,4.3,5.5,7.9,NA,NA,NA,NA,0.533,0.514,0.475,NA,NA,NA,NA,3.1,0,FALSE,3.485,2.885,3.485,11.4935922,3.1,0.048,1,-0.0963359147517343,17.1540319389079,0.961875714830349,"Ice-poor",0.5520913644387,0,17.1540319389079,4.6,7.7,7.70681902106755,5.8963327200152,2.0561132550076,"YES","YES","YES",5.4741135190928,12.2328189529799,6.50950694510831,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1654.40989578921,0.375694378947469,1.99272800557034,"Low Plastic Fines",-1.63259173167839,0.6111,1.615,-19.8611,-61.538
"SM","CEN-103","CEN","WB_2017_F1_205-220","WB_2017_F1_205-220","WB_2017_F1",2.05,2.2,TRUE,24.04,53.26,NA,NA,22.7,NA,"24.021",NA,NA,0.031,0.181,0.269,"SM",NA,NA,"Coarse-grained","SM or SC",NA,1536.55,760.19,102.13,NA,1172.12,NA,2.65,NA,NA,140.54,101,1310.9,648.6,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,80.35,82.4,83.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020e","Chiasson, A., Allard, M., St-amour, A. B., Mathon-Dufour, V., Aubé-michaud, S., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kangiqsujuaq, Québec, 109 pp., 2020.",66.2356983129669,3.08608208101304,3,25,100,57.2,58.6,59.4,NA,NA,NA,NA,0.749,0.692,0.659,NA,NA,NA,NA,6.24,0,FALSE,2.125,1.285,2.125,10.80234036,56.8000000000001,0.0274285714285709,0.884792626728119,-0.149486764269932,2.76525228068879e-13,0.976845151953689,"Ice-rich",0.953973528539864,45.94,1,7.32,59.5,59.4966530973435,58.3953536347335,55.9608384604524,"NO","NO","YES",46.0413225142384,55.1824869354515,45.9647274891029,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,16.758724,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,648.543016870331,0.755266786086668,45.0831978813891,"Low Plastic Fines",45.4326527754416,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-105","CEN","KUU_2014_F1_58-72","KUU_2014_F1_58-72","KUU_2014_F1",0.58,0.72,TRUE,3.51,70.43,NA,NA,26.06,NA,NA,NA,NA,0.018,0.306,0.391,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1910,1563.76,22.14,NA,1000.79,NA,2.65,NA,NA,138.17,95.58,1908.5,1562.5,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,30.06,30.94,31.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Higher than 5% fine without LL and PL Data","CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",34.5948829212379,0.695944458999214,3,25,100,21.8,22.4,23,NA,NA,NA,NA,0.326,0.316,0.306,NA,NA,NA,NA,3.39,0,FALSE,0.65,0,0.65,12.16955025,21.5,0.0154285714285714,0.964285714285716,-0.0332192809488739,9.80211816932458e-09,1,"Ice-rich",0.372438561897748,15.69,1,3.92,23,22.9927611679761,22.4031192167355,21.2010443299635,"NO","NO","YES",7.80486901191959,14.404226044044,8.57086615694249,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1562.55117078762,0.410358048759388,3.56426660709726,"Low Plastic Fines",1.27983295316849,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-106","CEN","KUU_2014_F1_80-94","KUU_2014_F1_80-94","KUU_2014_F1",0.8,0.94,TRUE,0.73,74.46,NA,NA,24.81,NA,"15.937",NA,NA,0.02,0.244,0.322,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1693,1465.06,15.56,NA,837.98,NA,2.65,NA,NA,136.93,88.44,2020.3,1748.3,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,32.55,34.75,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",27.2030702665282,0.515784784437955,3,25,100,23.8,25.4,27.1,NA,NA,NA,NA,0.155,0.131,0.105,NA,NA,NA,NA,2.81,0,FALSE,0.87,0.65,0.87,4.36021146,22.95,0.0425714285714285,0.970493093198112,-0.0830482023721842,0.00371945646122767,0.999466950959488,"Ice-rich",0.271429738077702,13.31,1,10.96,27.08,27.0784781136865,25.4291674558235,19.624487725078,"NO","NO","YES",2.00955564883677,9.02439211713195,3.45757239326265,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1748.26929733472,0.340275736854823,1.38033697843952,"Low Plastic Fines",-3.23730376012461,0.6111,1.615,-19.8611,-61.538
"SW-SM/SC or SP-SM/SC","CEN-107","CEN","KUU_2014_F1_118-131","KUU_2014_F1_118-131","KUU_2014_F1",1.18,1.31,TRUE,0.28,93.82,NA,NA,5.9,NA,NA,NA,NA,0.129,0.346,0.386,"inconclusive",NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",NA,1573.73,1283.32,22.63,NA,859.89,NA,2.65,NA,NA,118.42,95.59,1830.2,1492.4,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,10.85,13.93,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Higher than 5% fine without LL and PL Data","CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",33.7743015575308,0.775595563326412,3,25,100,9.2,11.8,13,NA,NA,NA,NA,0.612,0.566,0.545,NA,NA,NA,NA,3.61,0,FALSE,1.245,0.87,1.245,6.73284825,8.6,0.0468571428571428,0.848561332660273,-0.111284591178727,2.92344659970676,0.955648594947487,"Ice-poor",0.711555562684782,0,2.92344659970676,9.61,13.22,13.2216048993316,11.3349139944928,5.87739784728092,"NO","NO","YES",12.0695094991875,18.412361067011,12.3660203485999,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1492.45698442469,0.436808685122758,4.42968087221145,"Low Plastic Fines",0.778375681807059,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-108","CEN","KUU_2014_F1_198-214","KUU_2014_F1_198-214","KUU_2014_F1",1.98,2.14,TRUE,0.31,51.68,NA,NA,48,NA,"16.957","15.787","1.17",0.01,0.081,0.11,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1882.41,1419.29,32.63,NA,1207.03,NA,2.65,NA,NA,139.37,99.01,1559.5,1175.9,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,29.32,30.93,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",38.3672509990198,1.25373196537352,3,25,100,21,22.2,23.2,NA,NA,NA,NA,0.78,0.753,0.731,NA,NA,NA,NA,4.59,0,FALSE,2.06,1.245,2.06,12.468436425,20.5,0.0279999999999999,0.942307692307694,-0.0813872383247408,0.000690110762516188,0.996541228555617,"Ice-rich",0.892941143316148,11.41,1,7.22,23.22,23.2310366428192,22.1439508501686,19.9658140801278,"NO","NO","YES",28.3636168307096,34.4547816639452,27.3815350777201,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,8.04778,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1175.8274900098,0.556291513203848,13.6503358245124,"Low Plastic Fines",3.58512708550102,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-109","CEN","KUU_2014_F1_221-235","KUU_2014_F1_221-235","KUU_2014_F1",2.21,2.35,TRUE,0.12,60.16,NA,NA,39.73,NA,"17.266",NA,NA,0.014,0.114,0.151,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1787,1303.87,37.05,NA,1057.86,NA,2.65,NA,NA,145.21,96.01,1689.3,1232.6,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,45.16,46.19,47.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",45.6684166362641,1.14989936660155,3,25,100,31.1,31.8,32.7,NA,NA,NA,NA,0.481,0.466,0.447,NA,NA,NA,NA,4.42,0,FALSE,2.28,2.06,2.28,3.64584726,30.65,0.0208571428571428,0.986121391561807,-0.0564727776130853,1.76351195633407e-09,0.99540757749713,"Ice-rich",0.560612221892837,22.99,1,5.25,32.66,32.663514899534,31.8727802138044,28.8856992299553,"NO","NO","YES",20.2248101698417,26.2566424480166,19.7490038390217,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1232.61583363736,0.534861949570808,12.332744945916,"Low Plastic Fines",12.2164928675666,0.6111,1.615,-19.8611,-61.538
"ML or CL","CEN-110","CEN","KUU_2014_F1_235-250","KUU_2014_F1_235-250","KUU_2014_F1",2.35,2.5,TRUE,0.26,47.15,NA,NA,52.59,NA,"17.814",NA,NA,NA,NA,NA,"inconclusive",NA,NA,"Fine-grained","ML or CL",NA,1868,1391.31,34.26,NA,1091.16,NA,2.65,NA,NA,148.2,96.27,1711.9,1275.1,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,42.38,43.99,45.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",43.6836690004469,1.07832817337461,3,25,100,28.6,29.7,30.8,NA,NA,NA,NA,0.484,0.461,0.438,NA,NA,NA,NA,4.29,0,FALSE,2.425,2.28,2.425,2.43509215499999,28.05,0.0282857142857141,0.964285714285716,-0.0764043461824096,6.08902662326059e-06,1,"Ice-rich",0.590808692364819,19.17,1,7.35,30.81,30.8097720840161,29.7031133621332,24.8782143348837,"YES","YES","YES",18.8719265635029,24.9347292636079,18.5095683575449,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1275.06330999553,0.518844033963951,5.03685369167269,"Low Plastic Fines",9.01112543572174,0.6111,1.615,-19.8611,-61.538
"CL+ML","CEN-111","CEN","KUU_2014_F1_258-273","KUU_2014_F1_258-273","KUU_2014_F1",2.58,2.73,TRUE,0.01,43.22,NA,NA,56.76,NA,"19.68","13.817","5.863",NA,NA,NA,"CL+ML",NA,NA,"Fine-grained","CL+ML",NA,1916,1378.45,39,NA,1201.14,NA,2.65,NA,NA,151.81,99.92,1595.2,1147.6,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,42.96,44.57,46.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",44.7574100719424,1.3091148445336,3,25,100,28.3,29.4,30.9,NA,NA,NA,NA,0.656,0.63,0.596,NA,NA,NA,NA,4.68,0,FALSE,2.655,2.425,2.655,3.59924976000001,27.55,0.0339999999999998,0.989726027397261,-0.0996578428466215,8.75747321386223e-05,0.994108983799706,"Ice-rich",0.796649019026576,17.51,1,8.63,30.82,30.8248640333017,29.5256649020406,24.5936971640315,"YES","YES","NO",26.0594895610505,32.0841675532502,25.1851189084188,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lean Clay",900,1600,287.5,-178.9,-14.9,-245.9,538.9,21.6,2700,1147.62589928058,0.56693362291299,17.1540577856863,"Low Plastic Fines",10.745217266187,0.6111,1.615,-19.8611,-61.538
"CL+ML","CEN-112","CEN","KUU_2014_F1_293-301","KUU_2014_F1_293-301","KUU_2014_F1",2.93,3.01,TRUE,1.77,36.74,NA,NA,61.49,NA,"20.001","13.853","6.148",NA,NA,NA,"CL+ML",NA,NA,"Fine-grained","CL+ML",NA,979,649.89,50.64,NA,638.84,NA,2.65,NA,NA,86.25,97.08,1532.5,1017.3,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,36,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",51.5173924588423,1.604867862969,3,25,100,41.7,42.9,44.1,NA,NA,NA,NA,0.519,0.487,0.456,NA,NA,NA,NA,5.09,0,FALSE,2.97,2.655,2.97,4.73565487499999,41.1,0.0308571428571428,0.964285714285716,-0.104640734988952,1.930166440733e-08,0.999916022841787,"Ice-rich",0.665114803311238,30.99,1,8.03,44.11,44.1110486244017,42.9017742328747,38.7898878964553,"YES","YES","NO",30.1415404172862,36.3171647544581,29.0999776386449,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lean Clay",900,1600,287.5,-178.9,-14.9,-245.9,538.9,21.6,2700,1017.32607541158,0.616103367769216,22.6866718310229,"Low Plastic Fines",21.6625888210303,0.6111,1.615,-19.8611,-61.538
"CL","CEN-113","CEN","KUU_2014_F2_65-79","KUU_2014_F2_65-79","KUU_2014_F2",0.65,0.79,FALSE,0,2.21,NA,NA,97.79,NA,"24.045","13.817","10.228",NA,NA,NA,"CL",NA,NA,"Fine-grained","CL",NA,1010.14,317.18,218.48,NA,989.29,NA,2.65,NA,NA,135.97,95.55,1021.1,320.6,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,51.9,60.99,69.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",70.0483320773675,7.26532171187934,3,25,100,38.2,44.9,51,NA,NA,NA,NA,4.108,3.554,3.05,NA,NA,NA,NA,7.26,0,FALSE,0.72,0,0.72,7.21223352,35.15,0.163714285714286,0.95356881469348,-1.75729996219542,0.866719293867266,0.999256083451963,"Ice-rich",6.5562665910575,1.32,1,42.52,51.1,51.1009152752303,44.7006804333161,26.8221999102178,"YES","NO","NO",71.4743673824216,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lean Clay",900,1600,287.5,-178.9,-14.9,-245.9,538.9,21.6,2700,320.616679226325,0.879012573876858,61.3390587466634,"Low Plastic Fines",51.5900563049485,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-114","CEN","KUU_2014_F2_79-93","KUU_2014_F2_79-93","KUU_2014_F2",0.79,0.93,TRUE,0,60.97,NA,NA,39.03,NA,"75.806",NA,NA,0.02,0.107,0.147,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1254,569.25,120.29,NA,1062.67,NA,2.65,NA,NA,139.4,98.05,1180,535.7,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,41.05,48.38,55.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",64.4342457669436,3.9471906779661,3,25,100,29.4,34.7,39.6,NA,NA,NA,NA,2.493,2.231,1.988,NA,NA,NA,NA,6.59,0,FALSE,0.86,0.72,0.86,1.620612,26.95,0.130571428571428,0.955410894984355,-0.838786843959061,1.11953196626898,0.999528373371516,"Ice-poor",3.62127585134505,0,1.11953196626898,33.08,39.67,39.6660948075593,34.5621880362963,9.31154094516222,"NO","NO","YES",56.750630162983,74.9657989903021,60.9583694396574,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,21.34546,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,535.657542330564,0.797865078365825,53.8859691580223,"Low Plastic Fines",42.5233069136139,0.6111,1.615,-19.8611,-61.538
"ML or CL","CEN-115","CEN","KUU_2014_F2_97-112","KUU_2014_F2_97-112","KUU_2014_F2",0.97,1.12,TRUE,0.02,49.19,NA,NA,50.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fine-grained","CH/CL/MH/ML",NA,1067,293.04,264.11,NA,1085.8,NA,2.65,NA,NA,144.99,96.51,982.7,269.9,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,83.28,89.15,94.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Higher than 50% fine without LL and PL Data","CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",71.2809032984538,8.81877989213392,3,25,100,57.4,61.5,64.9,NA,NA,NA,NA,3.183,2.78,2.446,NA,NA,NA,NA,7.42,0,FALSE,1.045,0.86,1.045,1.783453095,55.7,0.0954285714285715,0.941655130499376,-1.22413050296599,0.00239594310793704,0.997086769122322,"Ice-rich",4.88276100593199,32.67,1,24.93,65.02,65.0211122183168,61.2681000920829,43.2191782891847,"YES","YES","YES",75.3765518698803,NA,NA,"Silt",1353.9,-0.06193,88.15101,0,4.3,27.292399,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,269.890967015462,0.898154352069637,99.1140955374293,"Low Plastic Fines",53.5806588270028,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-116","CEN","KUU_2014_F2_113-130","KUU_2014_F2_113-130","KUU_2014_F2",1.13,1.3,TRUE,0,81.43,NA,NA,18.57,NA,"42.465",NA,NA,0.034,0.223,0.275,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1438.79,851.4,68.99,NA,1250.01,NA,2.65,NA,NA,137.38,99.29,1151,681.1,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,41.2,44.72,47.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020d","Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020.",46.989460914847,2.89073414422242,3,25,100,30,32.6,34.9,NA,NA,NA,NA,1.724,1.622,1.533,NA,NA,NA,NA,6.14,0,FALSE,1.215,1.045,1.215,1.9195227,28.85,0.0625714285714285,0.950023769907297,-0.317244133061744,0.0292254885357278,0.998458198007517,"Ice-rich",2.16532159945682,12.51,1,16.31,34.96,34.9522933328272,32.4977437167396,20.9537303857932,"NO","NO","YES",59.2837509924939,87.2551429909737,65.8042973559185,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,22.36162,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,681.10539085153,0.742979097791876,41.5948509134043,"Low Plastic Fines",14.349979377478,0.6111,1.615,-19.8611,-61.538
